/projects/pnl/software/pnlutil/pipeline/trainingdata/017_NA3_025-t1w-realign.nrrd,/projects/pnl/software/pnlutil/pipeline/trainingdata/017_NA3_025.atlasmask.thresh50.edited.nrrd
/projects/pnl/software/pnlutil/pipeline/trainingdata/017_NAA_010-t1w-realign.nrrd,/projects/pnl/software/pnlutil/pipeline/trainingdata/017_NAA_010.atlasmask.thresh50.edited.nrrd
/projects/pnl/software/pnlutil/pipeline/trainingdata/018_MPG_014-t1w-realign.nrrd,/projects/pnl/software/pnlutil/pipeline/trainingdata/018_MPG_014.atlasmask.thresh50.edited.nrrd
/projects/pnl/software/pnlutil/pipeline/trainingdata/019_NAA_011-t1w-realign.nrrd,/projects/pnl/software/pnlutil/pipeline/trainingdata/019_NAA_011.atlasmask.thresh50.edited.nrrd
/projects/pnl/software/pnlutil/pipeline/trainingdata/019_NAA_013-t1w-realign.nrrd,/projects/pnl/software/pnlutil/pipeline/trainingdata/019_NAA_013.atlasmask.thresh50.edited.nrrd
/projects/pnl/software/pnlutil/pipeline/trainingdata/023_NA3_029-t1w-realign.nrrd,/projects/pnl/software/pnlutil/pipeline/trainingdata/023_NA3_029.atlasmask.thresh50.edited.nrrd
/projects/pnl/software/pnlutil/pipeline/trainingdata/023_NA3_031-t1w-realign.nrrd,/projects/pnl/software/pnlutil/pipeline/trainingdata/023_NA3_031.atlasmask.thresh50.edited.nrrd
/projects/pnl/software/pnlutil/pipeline/trainingdata/023_NAA_016-t1w-realign.nrrd,/projects/pnl/software/pnlutil/pipeline/trainingdata/023_NAA_016.atlasmask.thresh50.edited.nrrd
/projects/pnl/software/pnlutil/pipeline/trainingdata/024_NA3_012-t1w-realign.nrrd,/projects/pnl/software/pnlutil/pipeline/trainingdata/024_NA3_012.atlasmask.thresh50.edited.nrrd
/projects/pnl/software/pnlutil/pipeline/trainingdata/024_NAA_026-t1w-realign.nrrd,/projects/pnl/software/pnlutil/pipeline/trainingdata/024_NAA_026.atlasmask.thresh50.edited.nrrd
/projects/pnl/software/pnlutil/pipeline/trainingdata/024_NAA_035-t1w-realign.nrrd,/projects/pnl/software/pnlutil/pipeline/trainingdata/024_NAA_035.atlasmask.thresh50.edited.nrrd
